	drugName	condition	review	rating	date	usefulCount
36763	Fentanyl	Pain	"""This medication is supposed to be continual pain relief, but on day one it gives mediocre results, day two somewhat okay results although my pain is still at a 4. Then on day three, watch out. Pain level back to a level 8 to 10. I then go through the sweats on day three, and the chills and nausea the entire day. I have only been on this patch 1 month."""	4	24-Apr-09	65
142989	Etonogestrel	Birth Control	"""I&#039;ve had this method of birth control for a year and I can&#039;t believe what a horrible experience I&#039;ve had this year has been one of the worse in my whole life. My anxiety, depression, and mood swings are out of control and I don&#039;t feel like myself anymore. Thank god I am having this thing removed tomorrow I can&#039;t take it anymore it&#039;s ruining my life and I can&#039;t live this way anymore. I DO NOT RECOMMEND"""	1	19-Jul-17	7
106044	Atomoxetine	ADHD	"""My son is 9 years and  we just found out that he has ADHD but since he has been on his medicines he&#039;s been really good at  school. """	10	24-Nov-11	19
153018	Doxycycline	Acne	"""Hi iv been taking this medication for 2 months now my first month was twice a day 100mg and this month iam taking once a day and it was really helped my skin clear up, also i read a few comments and alot of you girls get sick from it , and i did as well but take it with food!!!! Never on an empty stomatch that will make you feel sick and vomit!! Try taking with with food and see if it gets better!!! I hope this helps and let me know !! Thanks"""	8	14-May-16	22
159517	Gabapentin enacarbil	Postherpetic Neuralgia	"""I suffered with trigeminal neuralgia for over a year before I was diagnosed. They call it &quot;the suicide disease&quot; for a good reason. Such awful pain on the left side of my face, like someone had taken a club and hit me on the side of my head. At times it also felt like a hot poker was lying on my teeth. All I could do was go in a dark, quiet room. Sometimes sound would set it off, but usually it would just happen all by itself. I had tooth fillings taken out, dental X-rays done, trying to find the cause. It&#039;s a rare disease. The doctor gave me 600mg Horizant ER samples and I took (1) a day after dinner at 4. It worked! Then they tried to fill my prescription with generic Gabapentin at the pharmacy. No good! Didn&#039;t work! Back on Horizant. :)"""	10	31-Jul-13	42
46525	Bronkaid	Cold Symptoms	"""I mainly had congestion - it was great"""	10	30-Jun-15	5
170387	Quetiapine	Obsessive Compulsive Disorde	"""After many years of sleep problems due to my ADHD I was prescribes seroquel 12.5 mg instead of melatonin. This medicine knocked me out in an hour. I finally can sleep again. Seems like during daytime my mood is a bit more stable."""	8	23-Jan-16	10
58604	Niacin	Depression	"""I have suffered with moderate to severe depression my entire life.  Last August, after 9 years on Effexor, I stopped taking it because of the side effects.  

I tried using supplements as recommended by  Julia Ross in her book The Mood Cure, but they were not effective for me.  My depression became so severe last Oct. that I had to go back on to an anti-depressant (Bupropion) but this medication made my depression much worse.  I was then put onto Trintellix in April.  The Trintellix was helpful, but side effects soon began to appear.  

I happened upon an article about a psychiatrist who had used niacin for treating depression.   When I googled niacin and depression, I came upon many other blogs and comments from other people who also found niacin to be effective against their struggles with depression. 

 I was desperate to find an alternative to taking anti-depressants, so 4 weeks ago, I began supplementing with niacin plus vitamin C.   (I had already been taking a vitamin B multi, magnesium, fish oil and Vit. D).  I started with 100mcg niacin and have been gradually increasing the dose by 25mcg increments each day.  I use only the regular niacin, not the timed release nor the non-flushing type.

Since I started taking the additional niacin &amp; vitamin C,  I find that my depression is/has diminished significantly.  I am no longer suffering from that bottomless well of depressive  feelings that had been with me since last fall.  I stopped taking the Trintellix  3 weeks ago and my depression has continued to lift."""	10	19-Jun-15	185
21103	Paliperidone	Schizophrenia	"""After My doughter&#039; s birth I suffered from this mental illness. Except of weight gain, invega is wonderful medicine."""	10	15-Dec-15	22
46706	Clindamycin	Acne	"""My dermatologist put me on the topical solution of clindamycin phosphate for acne in early June along with adapaline gel which I had been using for a few months before. After a couple of weeks the clindamycin made my skin completely clear it was amazing! Since then it has kept my skin pretty clear, but my one major complaint is that it had made my skin incredibly red and oily constantly. I have tried the get off of the solution because of how bad it became but the redness and oilyness now won&#039;t go away and getting off of the solution only made me break out as well. Besides that it&#039;s great, but beware of the side effects that may arise after a couple of months!"""	7	26-Nov-17	0
84419	Ethinyl estradiol / norgestimate	Acne	"""I&#039;m sure i&#039;ll have a different opinion on the pill months from now but so far I&#039;ve been taking Ortho Tri Cyclen just over a month. My dermatogolist perscribed this to me for my acne. I&#039;ve never had any problems with my skin until I was 23 (my age now). Since September, my left cheek was the worst I&#039;ve seen! Cystic acne all in one cluster but nowhere else! The weirdest thing. My doctor also prescribed me Minocycline to help with the acne and regulate my hormores (with b/c). So far, all the cysts have gone down and are now flat but I am left with acne spots. I really hope they do not scar. I&#039;ve also been putting on tretinon cream to help with inflammation and scars. Does anyone have any suggestions on acne spots/lightening treatment? Thx!"""	6	29-Nov-16	4
227830	Etonogestrel	Birth Control	"""I love love love the implanon. I would not use any other birth control! I would tell everybody to give it a try! I had no side effects! My first one even broke in my arm the first year I got it and it still works great. No babies yet."""	10	11-Oct-11	0
11252	Drospirenone / ethinyl estradiol / levomefolate calcium	Birth Control	"""I just finished month 2 of Beyaz and am hoping things get better after month 3. I have had just about every side effect that has been listed except for the mood swings. I have gained quite a bit of weight. In the first few weeks of taking Beyaz I was very nauseous and vomited a few times. I have daily headaches. I have zero sex drive and the thought of sex makes me ill when I am usually very sexually active. Thank goodness I have an understanding partner. I am unbelievably tired no matter how much sleep I get. I normally have acne on a regular basis but it hasn&#039;t gotten worse but I am patiently waiting for it to get better. I will continue to take Beyaz as recommended by my doctor for at least another 2 months and hope things get better."""	9	19-Jul-11	13
175495	Scopolamine	Motion Sickness	"""I have used this medication for motion sickness on several occasions. It works great. I have suffered from motion sickness all of my life (now 50 years old) and this medication is great. I used it on a 7 day cruise and had horrible side effects after. I had to use some other motion sickness medication to calm the dizziness and hard to focus side effects. I tried this patch again and it did not seem to work. I will try it again soon on another cruise and hope it works. I too have tried many different remedies and nothing worked as good as the patch. I would use it again even with the side effects. That is nothing compared to having control of your senses during a cruise."""	10	7-Dec-09	13
